Modules	H2	H3	H4	J2	J3	J4	J5	J6	L1	L2	L3	L4	L5	L6	M1	M2	M3	M4	M5	M6	N1	N2	N3	N4	N5	N6	O1	O2	O3	O4	O6	R1	R2	R3	R4	R5	R6	S1	S2	S4	S5	T1	T2	T3	T4	T5	V1	V2	V3	V4	V5	V6	Z2	Z3	Z4	Z5
M00713_Fluoroquinolone R, efflux pump LfrA	0.2	98.39	0	23.19	14.62	6.36	71.75	8.42	0	0	0	0	0	0	0.05	0.04	0.02	0.02	0.15	0	40.78	0	41.52	68.41	49.32	110.98	0	0	0	0	0	0	0	0	0.35	0.07	0	0	0	0	0	0.04	0.07	0	0	0	0	0	0	0	0	0	0.07	5.64	0.09	0.14
M00714_Multidrug R, efflux pump QacA	0.2	98.39	0	23.19	14.62	6.36	71.75	8.42	0	0	0	0	0	0	0.05	0.04	0.02	0.02	0.15	0	40.78	0	41.52	68.41	49.32	110.98	0	0	0	0	0	0	0	0	0.35	0.07	0	0	0	0	0	0.04	0.07	0	0	0	0	0	0	0	0	0	0.07	5.64	0.09	0.14
M00715_Lincosamide R	75.03	1.31	34.01	3.74	0.28	0.83	2.24	1.84	13.5	28.55	3.5	1094.28	240.42	1047.61	17.5	21.35	15.82	15.2	10.37	9.93	162.14	58.76	41.76	9.15	6.76	0	632.38	528.99	1008.89	457.04	319	0	0	0	0.56	0.29	0	5.19	5.98	6.18	3.43	6.96	0.5	0	0.33	0	0	0	0	0	0	0	0	0	0	0
M00716_Virulence regulation 2-CRS (Arl)	0	0	0	0	0	0	0	0	19.45	11.42	13.99	29.32	19.53	23.39	3.07	5.73	4.16	2.32	1.75	2.24	0	0	0	0	0	0	20.56	8.22	4.74	1.73	10.47	0	0	0	0	0	0	48.93	18.52	30.42	14.77	0	0	0	0.33	0	0	0	0	0	0	0	15.53	0	63.1	32.6
M00717_Multidrug R, efflux pump NorA	227.54	80.65	205.39	1745.64	2331.58	1918.36	1384.15	1107.72	72.06	98.22	89.38	115.17	138.49	92.61	48.92	86.8	48.96	22.16	25.71	33	218.69	325.5	772.05	252.64	1461.16	250.73	102.07	64.16	49.16	20.45	33.91	1.63	0.3	0.48	0.56	0.29	0.24	114.91	73.5	113.61	56.44	113.71	274.96	425.04	385.77	205.65	0	0	0.55	0.7	0.43	0	140.55	419.58	373.45	176.23
M00718_Multidrug R, efflux pump MexAB-OprM	5229.51	4097.69	5475.83	2728.97	1111.2	919.89	2780.8	1200.83	10275.08	6827.98	5948.45	7346.07	6381.83	5287.07	5724.78	4911.34	4925.58	6960.84	6796.46	6499.6	3873.5	5869.3	2444.51	1961.62	1281.76	3547.62	11104.52	11929.7	6240.58	6841.36	6597.13	5218.27	7538.43	7728.34	3777.73	8152.32	2854.84	3828.27	3981.73	3904.19	5277.47	6303.7	6713.72	6657.98	5006.3	6031.72	6173.74	6481.36	9221.49999999999	6417.26	8047.98	7053.21	6604.31	7637.98	7153.3	7805.04
M00719_Virulence regulation 2-CRS (Ihk-Irr)	93.15	80.65	92.94	1745.48	2331.58	1918.36	1383.99	1107.72	0	0	0.39	0	0	0	22.38	28.36	24.99	10.42	16.22	27.71	218.69	112.18	772.05	252.64	1461.16	251.22	0.37	0.64	0	0	0	0.65	2.52	1.44	1.12	4.98	0	15.56	74.36	55.16	17.41	0	0	0	0	0	4.72	9.92	7.58	8.22	6.1	17.1	0	0	0	0
M00720_Multidrug R, efflux pump VexEF-TolC	1241.94	1074.41	1447.86	727.68	233.62	168.02	763.28	239.01	3801.56	2396.77	1805.08	2433.94	2250	1444.55	1272.78	1215.53	1114.38	1916.01	1937.67	2141.22	949.66	1536.23	604.94	492.27	246.35	923.25	4055.68	4418.49	1632.28	1936.97	1884.44	1468.21	2198.51	2066.12	1027.73	2388.68	592.8	1007.38	988.97	881	1506.04	1884.44	1807.82	1809.38	1355.11	1563.97	1728.09	1920.74	2612.77	2036.76	2213.38	2186.47	1678.24	2073.2	1922.28	2052.62
M00721_CAMP R, arnBCADTEF operon	518.59	1672.41	431.47	624.59	1026.34	1072.72	994.12	1248.28	199.45	156.85	660.24	1320.58	479.96	2339.86	476.13	1266.02	686.43	136.71	165.04	281.73	1049.11	625.44	1670.76	1336.98	1688.55	1944.71	733.28	742.54	1137.8	586.97	321.67	644	299.34	175.31	592.07	277.4	1016.89	493.98	597.2	496.4	266.87	399.36	58.05	88.02	112.02	122.98	880.92	908.55	536.45	836.94	747.78	1178.14	263.1	286.11	510.58	286.16
M00722_CAMP R,  phosphoethanolamine transferase PmrC	32.89	441.02	30	166.13	277.64	290.45	263.76	345.35	54.25	25	156.66	52.71	47.93	338.24	215.02	211.59	213.08	161.03	158.96	153.03	270.03	59.11	383.08	369.12	449.99	530.14	24.96	58.62	29.4	46.5	62.9	229.96	107	106.79	255.98	164.24	304.41	78.4	78.06	47.78	42.58	31.3	122.65	69.54	48.79	71.34	153.77	46.32	167.05	53.31	209.41	24.44	113.11	126.93	146.3	119.85
M00723_CAMP R, phosphoethanolamine transferase EptB	27.28	500.76	23.76	174.52	283.72	294.75	270.44	337.14	44.64	22.14	163.41	53.37	47.49	342.06	0.83	0.73	2.6	0.29	1.02	10.65	292.58	51.57	472.88	363.11	475.48	539.22	18.54	46.77	27.18	32.4	2.13	168.6	37.59	17.67	148.48	53.61	275.37	77.1	74.07	44.22	37.83	29.82	3.6	1.23	4.29	2.49	17.13	36.72	10.65	40.38	11.61	19.14	7.86	17.82	0.42	0.75
M00724_CAMP R, palmitoyl transferase PagP	27.32	565.35	23.76	181.37	292.04	299.28	270.82	338.01	44.64	22.14	163.41	53.37	47.49	342.06	0.88	0.77	2.62	0.31	1.02	10.65	303.04	51.57	498.73	363.79	501.44	556.83	18.54	46.77	27.18	32.4	2.13	168.6	37.59	17.67	148.55	53.61	275.37	77.1	74.07	44.22	37.83	29.82	3.6	1.23	4.29	2.49	17.13	36.72	10.65	40.38	11.61	19.14	7.86	18.03	0.42	0.75
M00725_CAMP R, dltABCD operon	211.6	143.84	85.8	369.96	1394.56	3157.64	808.8	1166	2450.12	1567.36	950.88	1303.6	1509.64	3187.44	608.8	1527.2	735.76	129.2	163.48	236.6	506.48	130.28	1918.32	2437.32	363.16	686.4	555.64	379.24	525.6	50.68	119.36	834.36	672.12	291.84	35.6	902.92	464.92	105.28	66.04	83.72	34.76	109.16	9	37.96	16.28	25.8	2117.36	411.08	648.92	1807.92	384.64	740.52	180.28	84.84	453.48	273.72
M00726_CAMP R, lysyl-phosphatidylglycerol (L-PG) synthase MprF	119.66	790.12	102.65	190.56	532.78	1079.29	291.47	1756.92	7.19	2.68	7.35	4.33	1.31	9.29	49.4	38.4	57.08	117.89	83.71	74.4	629.42	117.07	774.22	909.85	1142.9	947.19	28.51	10.75	3.96	0	41.98	10.44	10.45	1.12	2.22	1.65	0.16	41.77	25.93	61.34	23.21	73.05	34.09	44.43	41.1	21	5.37	4.58	5.56	10.75	2.92	7.86	127.88	130.37	127.27	151.39
M00727_CAMP R,  N-acetylmuramoyl-L-alanine amidase	5739.67	3714.53	5494.98	14609.68	19702.78	18957.11	13331.66	11557.67	7829.27	8880.06	4496.65	7933.6	7151.66	6583.55	4372.12	7015.48	5645.88	3360.89	3484.53	3995.8	5255.18	6848.2	10260.59	7315.54	12871.06	6188.88	8424.55	7768.62	6523.56	4594.62	5704.36	3481.13	4084.6	4011.68	3490.62	3996.09	2745.54	3757.29	5032.23	4121.67	4427.83	7651.97	7798.75000000001	9012.3	8981.35	7256.7	5926.1	5672.58	6083.98	5325.11	5523.78	7748.52	8118.12000000001	8620.11	7579.71	6803.85
M00728_CAMP R, envelope protein folding and degrading factors	3421.32	1757.31	3009.02	4150.8	5788.42	4895.62	3894.83	4291.83	2791.14	3313.19	1702.46	2566.45	2532.34	3047.88	3344.66	5675.6	4285.5	2925.01	2798.76	3435.46	1968.33	3599.78	2784.1	1778.75	4883.05	2657.43	1990.09	1591.06	2213.5	1377.35	2047.05	2008.7	2022.16	2207.26	1784.11	1900.27	2035.2	1834.04	2739.77	2280.32	1654.88	2719.4	2500.02	3105.85	2516.61	2270.53	3555.54	3137.84	2913.53	2658.12	3049.35	4233.8	3486.58	3056.93	3288.26	2869.5
M00729_Fluoroquinolone R, gyrase-protecting protein Qnr	3594.4	2663.48	3306.94	6415.16	8775.5	8522.98	6218.9	7187.58	5610.52	6124.26	2805.96	5198.57	4879.42	4852.33	4058.23	6185.17	5020.9	2901.01	2914.63	3793.67	3792.13	3891.55	4695.54	3468.51	7158.45	3798.9	4740.04	4102.41	4496.83	3067.62	4211.62	2331.45	2568.62	2739.84	1939.47	2514.74	1833.06	2307.75	3380.2	2655.09	2612.41	5325.51	5211.66	4830.26	6237.33	4979.58	4149.93	4001.21	3615.64	3655.54	3667.82	5107.45	5249.48	4944.53	4769.13	4161.76
M00730_CAMP R, VraFG transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.01	5.89	11.33	0	0	0.16	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00731_Bacitracin TS (B)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00732_Cationic antimicrobial peptide TS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.01	5.89	11.33	0	0	0.16	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00733_Cationic antimicrobial peptide transport 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00734_Bacitracin transport 2-CRS (Bra)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00736_Nocardicin A biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00737_Bacitracin R, VraDE transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00738_Bacitracin R, BceAB transporter	7.89	0.48	4.38	0.99	0	1.26	0	0	0.96	0	0	0	0	0	440.73	1124.4	537.15	96.03	117.06	174.48	0	2.49	0	0	1.23	4.41	0	0.96	2.58	0	0.75	5.88	37.29	27.24	8.34	13.2	2.16	41.16	29.04	54.21	22.14	54.57	2.25	13.26	6.93	6.75	135.63	140.64	89.55	96.48	122.01	310.29	81.18	35.64	233.73	129.75
M00739_Cationic peptide TS	45.4	726.95	39.6	279.45	459	483.7	450.1	560.45	74.4	36.9	272.35	88.95	79.15	570.1	1.3	1.15	4.3	0.45	1.7	17.75	470.2	85.95	745.05	604.05	749.25	869.4	30.9	77.95	45.3	54	3.55	281	62.65	29.45	247.35	89.35	458.95	128.5	123.45	73.7	63.05	49.7	6	2.05	7.15	4.15	28.55	61.2	17.75	67.3	19.35	31.9	13.1	29.35	0.7	1.25
M00740_Methylaspartate cycle	9313.86	6116.82	8791.46	6450.77	6615.7	6288.77	5931.45	7973.37	16021.46	15692.87	7702.7	11873.41	11885	10900.85	9052.18	13249.55	10002.88	7619.67	7713.29	9075.48	6081.54	10629.76	5925.56	4401.52	7478.24	6992.29	12638.7	11922.81	9590.06	7553.36	9788.1	6381.55	7698.61	7767.05	4508.64	8133.6	4049.33	5616.61	8161.1	6286.41	7436.33999999999	11607.28	10781.66	12512.7	11971.21	9985.19	11193.51	9749.37	10318.99	10347.96	9610.43	12646	11181.55	10674.93	9866.69	9457.55
M00741_Propanoyl-CoA metabolism	3978.32	2545.76	4040.04	2242.12	1385.5	2659.23	2362.43	1250.85	7357.75	5635.16	4062.85	9560.52	5563.74	7728.44	3434.89	3304.83	3078.82	5160.6	5100.81	5454.97	4529.66	4281.48	2743.5	2927.82	605.2	2524.47	9456.74	9654.57	8454.2	6466.93	5812.09	2840.06	4391.44	4331.39	2135.53	4611.99	1127.11	2554.44	2737.23	2736.02	3371.6	4475.28	4941.61	4831	4025.58	4696.38	3543.4	3869.58	5271.79	3869.54	4359.06	4458.01	5378.22	5879.44	5324.21	5765.29
M00742_Aminoglycoside R, protease FtsH	5497.84	2621.38	5028.58	4956.79	6885.3	7019.22	4823.59	5237.49	6732.72	7891.35	3331.62	4601.42	5591.72	4239.4	5851.42	9819.15	7146.74999999999	4814.65	4790.42	6010.26	3069.84	6260.66	4973.61	4373.4	5447.75	3854.15	4754.13	4053.25	3723.27	2786.52	4747.25999999999	3381.86	3357.82	3933.56	2843.58	3591.32	2986.79	3121.82	4940.06	3677	3673.14	6213.41	5828.23	7378.92	6742.51	5394.45	5897.75	5455.06	5167.73	4805.81	5496.92	7342.93	7632.86000000001	6488.21	6251.1	5923.52
M00743_Aminoglycoside R, protease HtpX	1078.26	1031.35	888.54	569.23	366.44	342.56	612.51	405.25	1748.69	1900.25	1511.55	2272.83	1618.53	2745.17	1248.92	1437.64	1202.75	1638.66	1561.78	1835.18	1241.36	1161.31	759.54	555.72	562.39	932.83	2409.57	2115.58	2059.18	1504.9	1359.35	1073.05	1311.12	1289.2	615.37	1662.61	821.28	580.04	532.2	518.19	740.14	1340.32	2551.15	2034.53	2441.25	2154.95	1546.47	812.87	1551.16	1205.25	1473.96	1047.98	1367.33	2285.27	1767.64	1520.85
M00744_CAMP R, protease PgtE	18.2	355.37	15.84	118.63	191.92	198.01	180.42	225.05	29.76	14.76	108.94	35.58	31.66	228.04	0.57	0.5	1.74	0.2	0.68	7.1	198.54	34.38	323.87	242.3	325.63	365.34	12.36	31.18	18.12	21.6	1.42	112.4	25.06	11.78	99.01	35.74	183.58	51.4	49.38	29.48	25.22	19.88	2.4	0.82	2.86	1.66	11.42	24.48	7.1	26.92	7.74	12.76	5.24	11.95	0.28	0.5
M00745_Imipenem R	18.4	452.02	15.52	137.3	197.67	204.94	231.98	225.57	27.84	14.76	101.94	34.44	31.66	224.22	0.26	0.22	0.42	0.22	0.83	7.1	222.25	33.38	287.36	305.76	364.72	478.01	12.36	30.54	18.12	21.6	0.92	112.4	25.06	11.78	97.4	35.02	183.58	51.4	49.38	29.48	25.22	20.04	2.68	0.82	2.86	1.66	11.42	24.48	7.1	26.92	7.74	12.76	5.52	17.59	0.64	1.06
M00746_Multidrug R, repression of porin OmpF	18.2	355.16	15.84	118.43	189.17	197.49	183.74	223.9	29.76	14.76	108.94	35.58	31.66	228.04	0.57	0.5	1.74	0.2	0.68	7.1	197.57	34.38	316.35	246.43	322.86	365.55	12.36	31.18	18.12	21.6	1.42	112.4	25.06	11.78	98.73	35.67	183.58	51.4	49.38	29.48	25.22	19.88	2.4	0.82	2.86	1.66	11.42	24.48	7.1	26.92	7.74	12.76	5.24	11.95	0.28	0.5
M00747_Bacitracin TS (C)	266.52	17.06	238.87	5.56	16.44	7.82	8.64	29.92	105.02	114.24	25.02	30.66	51.48	43.44	1337.9	2249.24	1906.55	325.57	396.87	760.78	8.7	291.49	11.26	15.14	29.36	26.28	30.1	29.12	280.46	255.12	410.78	38.54	183.04	71.7	32.28	55.73	8.4	315.78	427.02	465.03	213.29	383.9	64.62	95.4	75.51	143.55	1443.84	1085.28	725.71	1097.56	889.6	1822.15	249.04	77.73	424.43	269.86
M00754_Nisin R	39.02	1508.64	44.56	196.96	347.06	571.6	177.04	2867.06	1299.03	903.6	554.71	703.92	808.53	1635.73	11.31	15.77	29.93	22.31	15.09	7.92	1005.6	46.46	583.4	567.44	2012.6	1549.64	320.78	219.31	281.36	60.75	119.27	450.15	331.92	154.52	27.8	449.41	250.46	9.27	7.98	14.74	13.71	18.75	16.04	10.97	11.1	8.85	955.02	87.46	262.23	805.2	77.4	140.18	17.49	15.28	11.69	13.23
M00760_Erythromycin R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00761_Undecaprenylphosphate alpha-L-Ara4N biosynthesis	454.36	582.04	375.24	224.55	367.34	388.36	360.08	448.36	95.24	105.19	278.89	1196.05	369.15	1541.72	474.26	1264.37	680.33	136.06	162.64	256.85	376.16	504.25	596.38	483.24	600.83	701.07	690.02	633.41	1074.31	511.37	316.53	250.6	211.63	134.08	245.71	152.31	374.36	314.08	424.37	393.22	178.6	329.78	49.65	85.15	102.01	117.17	840.95	822.87	511.6	742.72	720.69	1133.48	244.76	244.81	509.55	284.41
M00762_Copper-processing system	0	0	0	0	0	0	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12	0	0	0	0	0	0	0	221.58	127.2	59.34	132.3	0	0	0	0	0	0	148.34	218.64	251.12	138.14
M00763_Ornithine biosynthesis, LysW-mediated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00764_PTS system, fructoselysine/glucoselysine-specific II component	1722.13	382.17	1873.04	55.14	202.76	46.75	30.68	105.79	682.36	1101.55	1014.78	2108.23	1608.35	1819.07	850.24	1241.17	753.54	504.2	455.27	531.42	81.2	2269.83	184.69	55.58	256.97	157.03	1542.69	1271.93	1585.45	688.91	590.96	1481.51	801.35	1489.36	1586.04	882.77	1672.85	1243.26	1348.58	1197.89	632.81	1133.43	1654.56	2469.44	2562.08	1399.74	757.37	1694.1	1328.24	450.39	1080.55	1965.84	1151.13	3385.06	2680.46	1217.04
M00765_Multidrug R, efflux pump Bmr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00766_Streptomycin R	0.16	32.82	0	15.48	3.19	0.14	60.72	4.97	0	0	0	0	0	0	0	0	0	0	0.15	0	28.99	0	7.02	63.34	17.42	91.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43	0	0
M00767_Multidrug R, efflux pump OqxAB	18.16	524.73	16.32	129.65	220.16	221.59	153.21	231.5	32.64	14.76	119.44	37.29	31.66	233.77	1.26	1.1	3.81	0.26	0.53	7.1	225.47	35.88	492.63	195.37	415.34	333.55	12.36	32.14	18.12	21.6	2.17	112.4	25.06	11.78	101.46	36.75	183.58	51.4	49.38	29.48	25.22	20.12	2.82	0.82	2.86	1.66	11.42	24.48	7.1	26.92	7.74	12.76	5.66	7.15	0.82	1.34
M00768_Multidrug R, efflux pump GesABC	976.13	575.46	976.7	374.53	156.39	131.05	361.26	167.57	1449.34	1049.14	872.95	905.81	913.81	614.35	951.76	798.93	839.28	1203.97	1134.06	1040.41	484.76	1057.49	335.01	242.58	174.22	457.64	1611.54	1684.71	765.84	931.55	945.350000000001	766.65	1083.71	1057.45	580.43	1196.08	391.46	589.97	643.18	674.91	773.55	949.3	901.02	914.09	650.82	778.99	919.32	916.43	1347.34	943.56	1201.91	1030.45	859.52	1048.58	1012.44	1102.23
M00769_Multidrug R, efflux pump MexPQ-OpmE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00770_Enterobactin-dependent Fe acquisition 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00771_Insecticidal toxin regulation 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00772_Hydrogenase synthesis regulation 2-CRS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00773_Tylosin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00774_Erythromycin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00775_Oleandomycin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00776_Pikromycin/methymycin/neomethymycin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00777_Avermectin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00778_Type II polyketide backbone biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00779_Dihydrokalafungin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00780_Tetracycline/oxytetracycline biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00781_Nogalavinone/aklavinone biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00782_Mithramycin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00783_Tetracenomycin C biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00784_Elloramycin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00785_Cycloserine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00786_Fumitremorgin alkaloid biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00787_Bacilysin biosynthesis	59.2	0	50.29	0	0	0	0	0	0	0	0	0.19	0	0	24.55	18.8	28.48	58.8	41.51	37.01	0	57.59	0	0	0	0.16	13.95	5.06	0.43	0	15.71	0	0	0	0	0	0	0	0	0.48	0	27.56	15.04	21.57	20.44	9	0	0	0	0	0	0	24.81	22.07	24.47	39.7
M00788_Terpentecin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00789_Rebeccamycin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00790_Pyrrolnitrin biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00791_Manganese/zinc TS (A)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00792_Manganese/zinc TS (B)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00793_dTDP-L-rhamnose biosynthesis	11468.26	9396.11	11317.18	11741.15	11395.47	10076.54	11453.64	11674.8	19051.85	18832.21	9063.58	11044.9	14145.94	10018.46	11040.14	14457.74	11909.38	8020.85	8308.57	9509.65	9014.83	13191.44	7688.58	4994.71	11217.21	9272.71	12966.16	12849.07	9030.84	9111.34	11584.98	7488.85	11138.35	11856.94	6415.67	11302.98	6482.18	6701.03	9527.73	8275.44	7951.59	14876.29	14828.65	15760.96	16506.48	13984.5	13197.11	12542.68	13819.25	12249.57	12460.51	15734.73	13993.22	14562.58	13629.53	13010.14
M00794_dTDP-6-deoxy-D-allose biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00795_dTDP-beta-L-noviose biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00796_dTDP-D-mycaminose biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
